DATE,FFR,BOK,TB3Y,TB10Y,CD,USD,A_SP,A_CP,A_AUM,A_VOL,A_NAV,B_SP,B_CP,B_AUM,B_VOL,B_NAV,C_SP,C_CP,C_AUM,C_VOL,C_NAV,D_SP,D_CP,D_AUM,D_VOL,D_NAV,E_SP,E_CP,E_AUM,E_VOL,E_NAV,F_SP,F_CP,F_AUM,F_VOL,F_NAV,G_SP,G_CP,G_AUM,G_VOL,G_NAV
2021-01-08,0.250,0.500,0.977,1.720,0.660,"1,087.70","102,650","102,650","1,993,463","23,620",102648.98,"58,100","58,090","80,164","104,225",58102.27,"99,500","99,500","52,735",6,99459.2,"122,375","122,330","237,320","6,518",122487.37,"46,900","46,900","3,846",6,46817.86,"42,245","43,545","6,518,687","11,521,190",43651.13,"3,980","3,850","874,335","123,498,783",3847.21
2021-01-07,0.250,0.500,0.970,1.720,0.660,"1,086.80","102,640","102,650","2,097,242","32,104",102642.84,"58,110","58,110","80,192","13,059",58100.65,"99,430","99,480","52,724",6,99448.07,"122,440","122,410","236,251","21,990",122482.41,"46,835","46,865","3,843",6,46816.97,"41,210","41,700","6,177,855","8,752,407",41709.04,"4,075","4,030","906,750","78,644,031",4028.9
2021-01-06,0.250,0.500,0.960,1.732,0.660,"1,086.10","102,635","102,635","2,093,036","33,719",102640.04,"58,150","58,110","80,192","14,527",58104.73,"99,390","99,445","52,706",6,99429.27,"122,750","122,470","236,367","12,893",122389.89,"46,715","46,860","3,843",6,46852.79,"41,270","40,750","5,880,225","15,221,599",40835.69,"4,080","4,125","905,025","80,502,442",4114.99
2021-01-05,0.250,0.500,0.937,1.695,0.660,"1,083.10","102,630","102,635","2,096,628","27,474",102637.3,"58,100","58,165","80,268","14,344",58136.16,"99,465","99,385","52,674",6,99365.73,"122,575","122,890","237,178","6,986",122761.92,"46,855","46,680","5,228",7,46679.78,"40,325","41,150","5,623,148","9,126,676",41230.17,"4,175","4,090","896,937","62,215,732",4092.61
2021-01-04,0.250,0.500,0.955,1.732,0.660,"1,088.00","102,660","102,645","2,096,319","49,503",102624.94,"58,055","58,100","80,178","4,571",58094.02,"99,525","99,470","52,719",6,99454.17,"122,310","122,580","236,579","14,798",122388.4,"46,815","46,805","5,242",6,46827.51,"39,585","40,540","5,787,085","12,185,235",40615.17,"4,260","4,145","922,677","59,235,032",4144.53
2020-12-30,0.250,0.500,0.970,1.722,0.660,"1,093.20","102,610","102,605","2,118,793","59,444",102609.31,"58,075","58,055","80,116","9,532",58064.83,"99,495","99,540","52,756",108,99497.2,"125,005","122,490","236,406","46,590",122481.74,"46,725","46,725","3,831",0,46779.09,"38,520","39,500","5,638,625","12,736,997",39554.42,"4,375","4,255","954,822","55,700,275",4268.91
2020-12-29,0.250,0.500,0.980,1.697,0.660,"1,098.20","102,610","102,610","2,043,889","76,155",102598.34,"58,060","58,070","80,137","3,203",58056.49,"99,430","99,440","52,703",36,99477.42,"122,930","122,775","236,956","9,843",122701.23,"46,575","46,640","3,824",38,46674.79,"38,395","38,685","5,216,672","16,428,368",38752.99,"4,395","4,365","960,737","39,690,508",4363.29
2020-12-28,0.250,0.500,0.957,1.677,0.660,"1,103.70","102,610","102,615","1,926,186","111,403",102599.77,"58,095","58,070","80,137","3,455",58076.49,"99,460","99,475","52,722",6,99440.78,"125,265","125,180","239,094","7,140",122902.14,"46,650","46,650","3,825",6,46611.44,"38,090","38,040","4,985,142","9,844,389",38037.9,"4,420","4,435","999,206","37,958,373",4420.66
2020-12-24,0.250,0.500,0.952,1.692,0.660,"1,108.90","102,615","102,620","1,896,007","50,869",102606.08,"58,130","58,105","80,185","2,258",58071.84,"99,410","99,435","52,701",6,99440.12,"125,545","125,200","239,132","4,736",125049.95,"46,570","46,650","3,825",8,46665.27,"37,180","37,850","5,073,793","10,047,380",37962.89,"4,535","4,450","970,990","46,017,519",4445.21
2020-12-23,0.250,0.500,0.927,1.637,0.660,"1,106.60","102,610","102,615","1,879,086","15,196",102608.93,"58,115","58,150","80,247","24,197",58130.07,"99,400","99,365","52,663",6,99347.44,"125,440","125,560","237,308","3,453",125622.9,"46,525","46,475","3,811",6,46456.51,"36,780","37,110","4,969,029","15,811,599",37178.37,"4,595","4,545","992,628","47,283,079",4550.29
2020-12-22,0.250,0.500,0.942,1.655,0.660,"1,101.20","102,610","102,605","1,879,108","15,961",102608.16,"58,065","58,115","80,199","12,265",58096.36,"99,470","99,415","52,690",6,99408.85,"125,255","125,440","237,082","6,565",125420.71,"46,610","46,545","3,817",6,46525.46,"37,055","36,590","5,049,420","13,099,479",36688.2,"4,560","4,615","1,006,070","41,395,820",4612.88
2020-12-21,0.250,0.500,0.960,1.677,0.660,"1,097.90","102,610","102,610","1,880,020","28,223",102606.94,"58,045","58,065","80,130","6,135",58063.45,"99,525","99,485","52,727",6,99461.69,"124,915","125,255","236,732","6,910",125205.03,"46,730","46,630","3,824",10,46595.92,"37,205","37,195","5,062,240","14,021,631",37263.7,"4,545","4,540","986,996","28,077,285",4543.4
2020-12-18,0.250,0.500,0.965,1.707,0.660,"1,092.80","102,610","102,605","1,880,750","14,199",102604.76,"58,005","58,045","80,102","4,112",58034.93,"99,550","99,540","102,924",104,99505.6,"125,470","124,920","236,099","2,810",124890.62,"46,800","46,725","3,831",6,46719.09,"37,290","37,150","5,030,110","7,557,423",37201.56,"4,530","4,540","992,898","20,862,073",4544.09
2020-12-17,0.250,0.500,0.995,1.731,0.660,"1,092.20","102,610","102,610","1,881,354","30,720",102601.14,"58,045","58,010","80,054","2,626",58005.79,"99,485","99,550","102,935",42,99557.11,"125,100","124,605","235,503","4,583",124633.26,"46,665","46,800","3,838",66,46806.81,"37,260","37,200","5,137,320","8,171,247",37246.95,"4,535","4,535","986,816","27,410,605",4537.63
2020-12-16,0.250,0.500,0.990,1.697,0.660,"1,093.20","102,605","102,600","1,881,068","17,541",102601.07,"58,025","58,055","80,116","1,844",58030.16,"99,465","99,505","102,888",6,99503.76,"125,215","125,140","222,749","2,044",124994.52,"46,555","46,640","3,824",8,46661.21,"37,370","37,235","5,564,771","7,680,296",37299.65,"4,515","4,530","992,976","20,372,744",4532.14
2020-12-15,0.250,0.500,0.982,1.672,0.660,"1,090.80","102,600","102,605","1,881,057","15,413",102599.74,"58,060","58,070","80,137","1,854",58056.92,"99,450","99,475","102,857",8,99458.49,"125,420","125,290","223,016","2,790",125248.39,"46,555","46,560","3,818",8,46554.53,"37,100","37,080","5,356,206","13,772,264",37135.34,"4,550","4,550","996,905","39,872,170",4556.97
2020-12-14,0.250,0.500,0.985,1.670,0.660,"1,089.30","102,600","102,595","1,874,718","14,620",102597.42,"58,080","58,060","80,123","9,662",58064.62,"99,440","99,455","102,836",6,99448.82,"125,455","125,335","223,096","4,534",125271.41,"46,500","46,550","3,817",85,46543.3,"37,250","37,080","5,254,236","13,689,086",37203.74,"4,520","4,550","1,015,105","25,379,010",4556.94
2020-12-11,0.250,0.500,0.977,1.657,0.660,"1,086.20","102,590","102,595","1,863,536","10,912",102595.14,"58,070","58,080","80,150",906,58072.42,"99,415","99,440","102,821",6,99421.13,"125,425","125,385","223,185","5,862",125364.86,"46,515","46,540","3,816",6,46511.69,"37,145","37,225","5,274,783","10,436,927",37271.83,"4,545","4,530","1,016,985","39,451,431",4528.46
2020-12-10,0.250,0.500,0.972,1.652,0.660,"1,083.60","102,590","102,590","1,863,650","16,606",102590.4,"58,050","58,090","80,164","4,989",58083.28,"99,430","99,420","102,800",6,99396.38,"125,340","125,400","223,212","2,093",125401.01,"46,515","46,525","3,815",6,46500.13,"36,780","36,905","5,229,439","11,741,753",36985.7,"4,585","4,575","979,050","43,624,713",4579.51
2020-12-09,0.250,0.500,0.957,1.652,0.660,"1,084.40","102,585","102,590","1,862,829","17,889",102588.25,"58,045","58,050","80,109",907,58069.47,"99,455","99,445","102,826",43,99411.66,"125,475","125,300","223,034","2,203",125371.11,"46,515","46,535","3,816",6,46501.19,"36,580","37,200","5,823,660","13,249,828",37198.77,"4,620","4,540","961,118","46,140,487",4548.29
2020-12-08,0.250,0.500,0.960,1.642,0.660,"1,082.70","102,585","102,585","1,861,713","9,018",102586.47,"58,080","58,045","83,585","3,522",58069.28,"99,445","99,435","102,816",6,99419.93,"125,440","125,535","223,452","1,621",125447.94,"46,460","46,485","3,812",242,46458.18,"36,915","36,360","5,799,420","13,170,091",36395.25,"4,585","4,645","968,947","51,092,232",4649.46
2020-12-07,0.250,0.500,0.960,1.642,0.660,"1,086.60","102,580","102,585","1,976,197","28,496",102584.21,"58,050","58,085","83,642","19,924",58063.35,"99,465","99,395","102,774",52,99419.28,"125,095","125,400","223,212","4,617",125447.13,"46,575","46,440","3,808",52,46461.16,"37,060","36,950","6,056,105","18,683,440",37038.25,"4,560","4,570","949,189","46,394,854",4568.92
2020-12-04,0.250,0.500,0.970,1.664,0.660,"1,098.10","102,585","102,585","2,009,538","8,864",102581.61,"58,030","58,050","83,592","2,649",58038.95,"99,460","99,460","102,842",9,99472.3,"125,100","125,300","223,034","8,371",125224.53,"46,490","46,505","3,813",6,46538.48,"36,245","36,750","6,181,350","11,121,191",36814.61,"4,665","4,595","963,572","50,180,314",4591.2
2020-12-03,0.250,0.500,0.965,1.657,0.660,"1,103.30","102,575","102,580","2,009,850","20,672",102576.43,"58,000","58,030","83,563","5,724",58039.23,"99,535","99,525","102,909",10,99470.87,"125,120","125,100","222,678","4,805",125284.78,"46,555","46,595","3,821",10,46515.82,"35,970","36,105","6,024,119","12,162,287",36212.13,"4,695","4,675","988,763","33,680,026",4679.25
2020-12-02,0.250,0.500,0.982,1.675,0.660,"1,107.10","102,570","102,575","2,010,162","9,836",102572.76,"58,015","57,995","83,513","5,300",58004.5,"99,550","99,550","102,935",6,99523.94,"125,395","125,120","222,714","3,282",125104.28,"46,595","46,620","3,823",6,46582.9,"35,405","35,850","5,902,703","7,917,365",35911.79,"4,775","4,710","970,260","47,274,611",4712.72
2020-12-01,0.250,0.500,0.977,1.645,0.660,"1,104.90","102,565","102,570","1,998,782","8,884",102570.37,"57,995","58,030","83,563","6,842",58020.51,"99,530","99,520","102,904",34,99496.49,"125,245","125,400","223,212","4,389",125408.01,"46,555","46,520","3,815",28,46479.06,"34,900","35,235","5,931,812","5,413,659",35285.24,"4,845","4,795","990,168","40,988,266",4799.25
2020-11-30,0.250,0.500,0.980,1.662,0.660,"1,104.40","102,570","102,570","1,997,243","16,257",102566.82,"58,005","58,030","83,563","26,167",58015.73,"99,495","99,545","102,930",7,99504.59,"125,400","125,275","222,990","16,883",125222.27,"46,445","46,530","3,815",6,46542.06,"35,330","34,685","5,912,058","15,007,819",34648.84,"4,780","4,875","985,725","38,128,518",4871.66
2020-11-27,0.250,0.500,0.977,1.640,0.660,"1,105.80","102,570","102,565","1,997,043","30,365",102565.36,"58,015","57,995","83,513","9,196",58024.27,"99,485","99,500","223,179",6,99495.21,"125,365","125,400","223,212","3,249",125448.28,"46,445","46,455","3,809",8,46449.08,"35,140","35,220","5,871,174","9,576,458",35317.06,"4,810","4,795","954,205","21,556,537",4798.24
2020-11-26,0.250,0.500,0.985,1.657,0.660,"1,107.20","102,570","102,570","1,997,551","91,070",102560.09,"58,050","58,005","83,527","1,477",58008.24,"99,495","99,495","223,167",9,99492.82,"125,560","125,320","223,070","1,847",125266.94,"46,465","46,490","3,812",11,46494.19,"34,780","35,140","5,924,604","8,207,630",35255.64,"4,860","4,810","963,443","44,626,821",4808.13
2020-11-25,0.250,0.500,0.972,1.635,0.660,"1,111.20","102,565","102,570","1,997,448","17,372",102562.23,"58,040","58,030","83,563","10,873",58033.87,"99,450","99,470","223,111",6,99451.66,"125,805","125,560","223,497","6,968",125491.92,"46,330","46,415","3,806",8,46423.16,"35,225","34,795","5,902,972","11,035,676",34873.91,"4,800","4,865","972,514","49,417,612",4861.75
2020-11-24,0.250,0.500,0.960,1.595,0.660,"1,112.60","102,570","102,565","1,997,043","14,939",102565.49,"58,070","58,040","83,578","12,573",58060.96,"99,395","99,395","222,943",36,99415.14,"125,885","125,810","223,942","2,485",125899.21,"46,225","46,265","3,794",36,46271.16,"34,935","35,000","6,074,250","11,447,244",35069.56,"4,835","4,825","962,105","39,367,824",4835.51
2020-11-23,0.250,0.500,0.955,1.582,0.660,"1,114.20","102,570","102,570","1,997,140","27,349",102568.01,"58,050","58,085","83,642","8,139",58066.99,"99,440","99,415","222,988",6,99405.33,"125,860","126,055","224,378","2,950",126027.4,"46,310","46,230","3,791",16,46211.49,"34,150","34,810","6,133,522","8,953,641",34886.76,"4,965","4,850","943,325","46,845,708",4856.83
2020-11-20,0.250,0.500,0.967,1.612,0.660,"1,112.20","102,575","102,580","1,997,540","82,943",102571.57,"58,045","58,050","83,592","7,545",58043.92,"99,410","99,445","223,055",6,99457.96,"125,905","125,780","223,888","2,517",125707.55,"46,295","46,330","3,799",6,46346.32,"33,925","34,030","5,934,832","7,302,254",34102.89,"4,985","4,970","965,174","27,554,311",4976.76
2020-11-19,0.250,0.500,0.957,1.617,0.660,"1,105.90","102,575","102,575","1,998,366","11,469",102571.8,"58,065","58,075","76,659","2,319",58050.88,"99,410","99,420","222,999",6,99437.7,"125,745","125,800","223,924","2,487",125646.03,"46,330","46,310","3,797",6,46352.33,"33,815","33,995","5,947,425","7,315,739",34058.3,"5,000","4,975","970,623","32,911,070",4977.86
2020-11-18,0.250,0.500,0.945,1.604,0.660,"1,106.80","102,570","102,575","2,010,880","11,206",102570.24,"58,040","58,065","76,646","87,512",58068.17,"99,425","99,420","222,999",6,99392.48,"125,780","125,820","223,960","13,891",125775.52,"46,360","46,340","3,800",6,46316.8,"34,000","33,950","5,931,065","7,760,885",34037.79,"4,980","4,980","944,208","23,767,980",4982.39
2020-11-17,0.250,0.500,0.960,1.622,0.660,"1,108.00","102,565","102,570","2,011,193","36,869",102568.28,"58,040","58,020","76,586","1,654",58042.14,"99,455","99,460","223,089",6,99445.4,"125,510","125,550","223,479","4,929",125579.07,"46,365","46,425","3,807",6,46401.16,"34,080","33,985","5,904,894","11,098,016",34027.58,"4,960","4,975","922,365","31,396,128",4977.93
2020-11-16,0.250,0.500,0.967,1.620,0.660,"1,115.10","102,565","102,570","1,985,345","30,081",102566.34,"58,040","58,040","76,613","7,125",58036.9,"99,480","99,490","223,156",6,99444.79,"125,340","125,515","223,417","3,933",125601.05,"46,475","46,430","3,807",6,46369.17,"33,505","33,995","5,969,522","9,500,098",34105.64,"5,050","4,970","922,432","38,893,905",4980.01
2020-11-13,0.250,0.500,0.960,1.627,0.660,"1,113.20","102,565","102,565","1,985,248","33,536",102565.19,"58,055","58,030","76,600","1,096",58043.49,"99,405","99,425","223,010",36,99435.09,"125,565","125,500","223,390","1,772",125518.47,"46,370","46,385","3,804",36,46417.02,"32,815","33,285","5,675,093","8,850,301",33345.89,"5,160","5,080","951,992","34,671,055",5086.91
2020-11-12,0.250,0.500,0.967,1.646,0.660,"1,112.40","102,560","102,560","1,987,613","126,437",102561.37,"58,030","58,040","76,613","4,569",58018.27,"99,495","99,485","223,145",6,99468.53,"125,310","125,300","223,034","6,490",125302.12,"46,465","46,500","3,813",6,46484.65,"33,085","32,940","5,601,447","13,036,933",33015.27,"5,125","5,135","956,137","28,352,130",5141.48
2020-11-11,0.250,0.500,0.987,1.670,0.660,"1,115.90","102,560","102,560","1,988,023","27,978",102560.02,"58,025","57,990","76,547",789,57986.5,"99,495","99,505","223,190",8,99548.01,"125,415","125,195","222,847","4,118",125058.59,"46,455","46,555","3,818",29,46576.01,"32,695","33,100","5,678,305","10,103,590",33154.94,"5,190","5,115","958,551","43,593,459",5116.01
2020-11-10,0.250,0.500,0.982,1.630,0.660,"1,115.60","102,560","102,560","1,998,894","13,698",102558.62,"58,015","58,035","76,606","7,552",58011.65,"99,520","99,475","223,122",6,99475.76,"125,350","125,500","223,390","4,978",125471.4,"46,410","46,415","3,806",30,46413.01,"32,735","32,575","5,510,061","12,650,461",32655.8,"5,175","5,200","955,240","33,162,910",5197.96
2020-11-09,0.250,0.500,0.955,1.565,0.660,"1,124.40","102,560","102,560","2,020,740","8,886",102557.71,"58,070","58,070","76,652","8,561",58065.2,"99,440","99,430","223,021",6,99385.68,"125,875","126,100","224,458","7,372",126145.25,"46,280","46,210","3,789",6,46168.2,"32,485","32,580","5,398,506","9,336,664",32627.21,"5,215","5,200","997,360","30,338,828",5204.27
2020-11-06,0.250,0.500,0.947,1.565,0.660,"1,130.90","102,560","102,560","2,042,277","12,379",102556.29,"58,115","58,095","76,685","19,652",58075.03,"99,355","99,400","222,954",6,99375.92,"126,410","126,205","227,169","3,119",126141.07,"46,120","46,200","3,788",6,46174.3,"32,220","32,175","5,307,266","11,045,342",32251.9,"5,265","5,260","1,018,336","38,950,220",5268.25
2020-11-05,0.250,0.500,0.922,1.525,0.660,"1,136.50","102,555","102,560","2,031,406","19,664",102553.04,"58,060","58,090","76,679","17,517",58117.09,"99,390","99,335","222,808",6,99311.26,"126,275","126,510","227,718","14,681",126548.95,"46,115","46,055","3,777",10,46021.14,"31,600","32,095","5,103,105","8,860,281",32191.59,"5,365","5,280","1,076,592","52,599,706",5284.1
2020-11-04,0.250,0.500,0.950,1.565,0.670,"1,134.60","102,550","102,555","2,031,717","11,620",102550.86,"58,015","58,060","76,639","13,383",58058.98,"99,500","99,375","222,898",36,99408.77,"125,530","126,100","226,980","3,522",126119.82,"46,465","46,145","3,784",37,46190.79,"31,420","31,405","4,988,684","14,605,129",31423.61,"5,395","5,400","1,171,260","49,309,469",5406.68
2020-11-03,0.250,0.500,0.977,1.605,0.670,"1,134.70","102,545","102,550","2,044,129","31,789",102549.22,"58,040","58,020","76,586","4,143",58010.01,"99,470","99,505","223,190",7,99488.38,"120,000","125,730","226,314","3,178",125694.87,"46,340","46,360","3,802",109,46342,"30,725","31,210","5,007,645","6,876,811",31246.37,"5,525","5,435","1,145,698","42,576,027",5436.47
2020-11-02,0.250,0.500,0.969,1.605,0.630,"1,130.40","102,550","102,545","2,042,184","9,873",102547.23,"58,085","58,040","76,613","7,759",58023.64,"99,380","99,470","283,291",6,99452.01,"126,045","125,740","226,332","27,363",125699.02,"46,220","46,365","3,802",25,46341.07,"30,210","30,600","4,830,210","8,295,629",30634.17,"5,620","5,545","1,138,389","39,714,865",5554.55
2020-10-30,0.250,0.500,0.935,1.552,0.630,"1,133.40","102,550","102,545","2,042,389","140,071",102546.61,"58,105","58,105","76,699","17,546",58090.81,"99,325","99,370","283,006",7,99335.72,"126,470","126,345","227,421","3,333",126260.1,"46,110","46,120","3,782",6,46136.35,"30,860","30,140","4,757,599","19,945,840",30199.05,"5,505","5,630","1,185,115","47,540,228",5625.59
2020-10-29,0.250,0.500,0.922,1.520,0.630,"1,129.30","102,545","102,545","2,041,773","24,505",102542.03,"58,165","58,105","76,699","11,133",58115.95,"99,290","99,305","282,821",6,99290.56,"126,660","126,575","227,835","1,508",126582.32,"46,020","46,055","3,777",6,46026.28,"30,915","30,980","4,890,193","9,810,541",31035.55,"5,495","5,480","1,162,308","47,490,544",5494.01
2020-10-28,0.250,0.500,0.910,1.497,0.630,"1,127.60","102,545","102,545","2,041,261","10,147",102540.82,"58,155","58,150","76,758","2,508",58138.61,"99,260","99,270","282,721",6,99245.21,"126,925","126,780","228,204","2,014",126824.72,"45,910","45,940","3,767",8,45927.02,"31,075","31,355","4,982,310","5,507,810",31358.44,"5,480","5,420","1,153,376","39,606,642",5426.85
2020-10-27,0.250,0.500,0.915,1.507,0.630,"1,129.10","102,540","102,545","2,039,415","19,649",102539.91,"58,170","58,135","76,738","5,579",58123.89,"99,250","99,285","282,764",6,99270.94,"126,995","126,815","228,267","2,769",126715.75,"45,890","45,955","3,768",8,45956.8,"31,235","31,190","4,971,686","7,759,718",31270.88,"5,445","5,455","1,181,553","29,500,921",5461.74
2020-10-26,0.250,0.500,0.907,1.485,0.630,"1,134.60","102,540","102,540","2,039,316","11,545",102538.62,"58,150","58,160","76,771","6,495",58142.47,"99,200","99,225","282,593",36,99234.22,"127,220","126,995","228,591","4,852",126949.73,"45,855","45,865","3,761",36,45864.67,"31,615","31,460","5,036,746","8,527,443",31444.19,"5,385","5,410","1,177,757","31,325,474",5415.25
2020-10-23,0.250,0.500,0.910,1.495,0.630,"1,134.10","102,535","102,540","2,039,008","44,191",102537.58,"58,105","58,135","76,738","6,378",58134.16,"99,335","99,255","282,678",6,99259.59,"126,500","126,865","228,357","1,979",126831.88,"46,085","45,940","3,767",6,45932.64,"31,535","31,520","5,029,016","7,466,985",31570.67,"5,390","5,400","1,178,280","38,260,936",5390.01
2020-10-22,0.250,0.500,0.920,1.505,0.630,"1,133.70","102,535","102,535","2,059,621","14,918",102533.62,"58,110","58,100","76,692","1,818",58112.29,"99,315","99,315","282,849",8,99282.58,"126,605","126,735","228,123","2,818",126713.77,"46,015","45,995","3,772",107,45965.16,"31,445","31,405","5,018,519","8,665,206",31468.24,"5,410","5,415","1,191,842","30,728,653",5417.53
2020-10-21,0.250,0.500,0.930,1.520,0.630,"1,139.70","102,535","102,535","2,079,512","9,362",102530.91,"58,165","58,095","76,685","1,921",58090.77,"99,265","99,335","282,906",6,99317.09,"127,170","126,575","227,835","2,245",126549.15,"45,875","46,045","3,776",6,46019.17,"31,575","31,620","4,859,994","8,601,602",31669.32,"5,390","5,380","1,187,366","29,396,775",5376.77
2020-10-20,0.250,0.500,0.912,1.465,0.630,"1,142.20","102,525","102,530","2,078,693","8,121",102528.06,"58,200","58,150","76,758","12,941",58138.04,"99,210","99,210","182,546",6,99245.29,"127,340","127,175","228,915","8,253",127122.41,"45,735","45,760","3,752",6,45820.87,"31,165","31,520","4,761,096","9,166,339",31564.2,"5,465","5,390","1,197,658","51,619,331",5395.68
2020-10-19,0.250,0.500,0.892,1.440,0.630,"1,145.60","102,520","102,520","2,088,845","5,733",102524.82,"58,165","58,190","76,811","5,637",58174.08,"99,260","99,140","182,418",6,99147.05,"126,475","127,330","229,194","23,708",127392.48,"46,045","45,735","3,750",6,45697.74,"31,330","31,300","4,732,560","9,345,020",31352.2,"5,425","5,435","1,201,135","27,965,874",5439.97
2020-10-16,0.250,0.500,0.890,1.500,0.630,"1,144.60","102,520","102,520","2,109,554","13,916",102521.77,"58,175","58,155","76,765","1,020",58158.14,"99,195","99,160","122,463",6,99169.4,"126,905","126,915","227,178","3,419",126740.8,"45,935","45,910","3,765",6,45935.83,"31,490","31,230","4,739,153","8,785,483",31277.33,"5,410","5,450","1,210,445","34,950,451",5445.42
2020-10-15,0.250,0.500,0.870,1.472,0.630,"1,145.70","102,515","102,520","2,110,067","12,194",102515.5,"58,160","58,175","76,791","36,921",58191.56,"99,170","99,185","62,586","605,037",99113.7,"126,700","126,970","227,276","18,848",127019.58,"45,930","45,845","3,759",36,45842.61,"31,595","31,415","4,866,184","7,091,175",31486.07,"5,390","5,415","1,203,213","40,901,733",5425.43
2020-10-14,0.250,0.500,0.897,1.512,0.630,"1,149.50","102,510","102,510","2,132,413","24,415",102511.86,"58,100","58,140","76,745","2,331",58136.19,"99,285","99,240","62,620",6,99223.51,"126,610","126,550","226,525","4,001",126585.17,"46,010","46,025","3,774",6,46002.14,"32,000","31,650","4,858,275","9,113,863",31751.75,"5,320","5,380","1,192,746","32,563,515",5377.89
