DATE,FFR,BOK,TB3Y,TB10Y,CD,USD,A_SP,A_CP,A_AUM,A_VOL,A_NAV,B_SP,B_CP,B_AUM,B_VOL,B_NAV,C_SP,C_CP,C_AUM,C_VOL,C_NAV,D_SP,D_CP,D_AUM,D_VOL,D_NAV,E_SP,E_CP,E_AUM,E_VOL,E_NAV,F_SP,F_CP,F_AUM,F_VOL,F_NAV,G_SP,G_CP,G_AUM,G_VOL,G_NAV
2019-10-14,2.000,1.500,1.280,1.484,1.550,"1,189.30","101,410","101,410","1,515,775","10,746",101409.85,"57,035","57,040","95,827","3,425",57050.19,"99,595","99,595","7,968",12,99582.36,"127,410","127,560","88,016","3,228",127612.56,"45,895","45,870","5,963",54,45820.96,"27,540","27,515","5,808,417","5,164,975",27558.59,"6,895","6,900","487,830","9,038,050",6907.47
2019-10-11,2.000,1.500,1.275,1.485,1.550,"1,196.10","101,410","101,405","1,515,802","19,369",101404.74,"57,055","57,040","95,827","2,749",57061.43,"99,615","99,585","7,967",6,99542.37,"127,625","127,550","86,734","3,633",127602.2,"45,875","45,890","5,966",26,45814.67,"27,265","27,235","5,530,067","5,643,891",27265.07,"6,965","6,975","494,528","6,583,820",6971.63
2019-10-10,2.000,1.500,1.275,1.460,1.550,"1,194.70","101,405","101,410","1,517,195","21,879",101395.26,"57,100","57,090","95,911","4,440",57066,"99,415","99,490","7,959",44,99523.37,"128,170","128,000","85,760","18,485",127849.27,"45,540","45,695","5,940",44,45729.36,"26,940","27,045","5,452,272","6,976,131",27014.92,"7,050","7,025","504,395","12,850,502",7022.45
2019-10-08,2.000,1.500,1.260,1.422,1.550,"1,196.50","101,395","101,400","1,517,147","10,235",101393.26,"57,135","57,100","95,928","4,433",57096.02,"99,455","99,490","7,959",7,99466.58,"128,595","128,170","85,874","28,203",128238.03,"45,530","45,625","5,931",6,45583.17,"26,920","27,240","5,483,412","4,546,050",27270.75,"7,065","6,970","503,234","10,091,574",6973.44
2019-10-07,2.000,1.500,1.237,1.395,1.550,"1,197.00","101,395","101,395","1,516,464","22,995",101388.19,"57,165","57,150","96,012","6,785",57126.65,"99,350","99,380","7,950",6,99398.51,"128,805","128,725","84,959","4,881",128527.28,"45,400","45,430","5,906",6,45468.01,"26,930","26,845","5,530,070","3,762,658",26901.02,"7,040","7,075","524,965","7,711,754",7067.65
2019-10-04,2.000,1.500,1.207,1.372,1.550,"1,203.70","101,375","101,370","1,516,495","18,905",101385.44,"57,020","57,165","96,037","2,121",57176.92,"99,465","99,340","7,947",6,99333.25,"127,670","128,800","85,008","25,479",128755.29,"45,670","45,415","5,904",26,45393.18,"26,845","26,800","5,437,720","5,517,315",26873.1,"7,075","7,075","525,673","9,672,037",7099.22
2019-10-02,2.000,1.500,1.297,1.497,1.550,"1,198.20","101,365","101,370","1,516,901","21,369",101362.2,"57,020","57,010","95,777","13,494",57003.56,"99,560","99,570","7,966",6,99573.75,"127,720","127,465","84,127","5,169",127418.98,"45,740","45,870","5,963",6,45848.88,"27,300","26,910","5,617,463","5,181,969",26989.64,"6,965","7,055","522,776","8,675,993",7066.91
2019-10-01,2.000,1.500,1.317,1.495,1.550,"1,199.20","101,360","101,365","1,516,724","21,720",101353.52,"57,030","56,955","95,684","64,924",56969.82,"99,490","99,615","7,969",21,99621.29,"127,840","127,415","82,820","13,410",127435.8,"45,635","45,870","5,963",21,45848.31,"27,390","27,495","5,853,686","2,301,038",27577.7,"6,930","6,905","524,090","8,161,342",6903.25
2019-09-30,2.000,1.500,1.297,1.460,1.550,"1,201.30","101,350","101,355","1,516,575","54,226",101350.37,"57,005","57,015","95,785","7,679",57006.37,"99,530","99,535","7,963",12,99546.13,"128,190","127,845","83,099","9,843",127805.07,"45,635","45,700","5,941",11,45698.16,"27,135","27,430","5,908,422","4,366,440",27491.09,"7,000","6,925","526,993","11,222,946",6929.24
2019-09-27,2.000,1.500,1.302,1.447,1.550,"1,199.10","101,350","101,355","1,516,271","13,137",101346.08,"56,960","57,010","95,777","3,883",56995.24,"99,545","99,555","7,964",6,99545.53,"128,000","127,990","83,194","8,253",127928.81,"45,600","45,645","5,934",6,45650.71,"27,440","27,200","5,765,040","3,511,954",27268.74,"6,930","6,980","533,272","7,749,044",6990.82
2019-09-26,2.000,1.500,1.300,1.435,1.550,"1,198.30","101,345","101,350","1,515,892","8,947",101336.93,"56,990","56,985","95,735","2,708",56986.91,"99,585","99,560","7,965",6,99535.97,"127,985","128,115","83,275","2,913",128050.11,"45,630","45,600","5,928",6,45599.73,"27,530","27,490","5,728,916","5,175,058",27559.05,"6,890","6,910","516,177","8,741,220",6907.02
2019-09-25,2.000,1.500,1.300,1.425,1.550,"1,194.00","101,345","101,335","1,515,668","10,703",101333.75,"56,955","56,980","95,726","4,652",56982.32,"99,570","99,550","7,964",6,99541.74,"128,140","128,125","83,281","6,956",128153.38,"45,545","45,550","5,922",6,45553.91,"27,705","27,440","5,750,052","5,763,988",27511.79,"6,860","6,920","510,004","10,810,818",6920.62
2019-09-24,2.000,1.500,1.322,1.447,1.550,"1,193.10","101,340","101,345","1,515,513","12,982",101334.65,"56,915","56,945","95,668","46,389",56943.32,"99,620","99,645","7,972",6,99603.63,"127,825","127,810","83,077","12,836",127907.15,"45,665","45,700","5,941",8,45635.48,"27,675","27,840","5,857,536","5,340,976",27868.28,"6,870","6,825","496,178","14,154,680",6829.23
2019-09-23,2.000,1.500,1.335,1.470,1.550,"1,191.10","101,340","101,335","1,515,161","19,169",101333.45,"56,925","56,945","95,668","10,465",56916.34,"99,610","99,655","7,972",17,99646.17,"127,750","127,820","83,083","8,980",127676.55,"45,655","45,715","5,943",28,45714.11,"27,580","27,675","5,886,473","4,037,781",27736,"6,885","6,860","485,002","13,185,390",6863.12
2019-09-20,2.000,1.500,1.325,1.457,1.550,"1,195.10","101,340","101,335","1,514,958","12,978",101330.92,"56,955","56,925","95,634","3,993",56932.05,"99,620","99,605","7,968",38,99625.56,"127,880","127,760","83,044","6,570",127799.64,"45,680","45,665","5,936",36,45670.35,"27,480","27,640","5,859,680","5,226,171",27715.31,"6,915","6,870","481,587","9,797,648",6870.6
2019-09-19,2.000,1.500,1.330,1.465,1.550,"1,190.50","101,335","101,340","1,514,628","13,214",101323.82,"56,970","56,975","95,718","10,880",56925.76,"99,600","99,580","7,966",6,99617.33,"127,700","127,875","83,119","21,978",127702.81,"45,700","45,660","5,936",6,45697.2,"27,280","27,490","5,881,486","5,069,415",27563.01,"6,950","6,905","478,517","10,851,773",6909.23
2019-09-18,2.250,1.500,1.306,1.457,1.540,"1,188.30","101,325","101,335","1,514,958","17,823",101325.56,"56,905","56,950","95,676","72,686",56955.72,"99,620","99,605","7,968",8,99570.35,"127,425","127,660","82,979","10,304",127780.06,"45,775","45,720","5,944",16,45672.66,"27,210","27,310","5,842,975","4,144,114",27377.46,"6,970","6,950","473,990","7,726,846",6952.44
2019-09-17,2.250,1.500,1.315,1.493,1.540,"1,184.00","101,330","101,325","1,514,910","34,137",101322.55,"56,910","56,900","95,592","63,339",56928.29,"99,655","99,690","25,421",6,99630.58,"127,440","127,325","78,942","24,998",127397.65,"45,900","45,890","5,966",7,45809.83,"27,170","27,160","5,844,832","6,013,912",27238.45,"6,995","6,985","467,995","7,354,443",6993.02
2019-09-16,2.250,1.500,1.345,1.540,1.540,"1,191.40","101,330","101,335","1,514,756","26,694",101317.47,"57,005","56,900","95,592","32,204",56872.06,"99,485","99,695","25,422","8,001",99717.25,"127,640","127,185","78,855","19,582",126908.27,"45,630","45,960","5,975",59,45987.23,"27,195","27,170","5,849,701","3,819,685",27272.78,"6,955","6,990","464,835","6,744,188",6985.59
2019-09-11,2.250,1.500,1.265,1.402,1.540,"1,191.90","101,330","101,325","1,504,372","13,672",101324.49,"57,075","57,065","95,869","67,657",57036,"99,360","99,350","25,334","195,008",99390.38,"128,425","128,470","79,651","11,786",128315.65,"45,445","45,420","5,905",6,45459.16,"26,970","27,085","5,865,257","4,178,533",27154.85,"7,030","7,005","460,229","8,655,183",7008.54
2019-09-10,2.250,1.500,1.235,1.362,1.540,"1,192.40","101,325","101,330","1,504,953","26,556",101312.87,"57,070","57,080","95,894","17,339",57086.83,"99,315","99,320","25,327",8,99288.95,"128,745","128,555","79,704","4,535",128698.61,"45,355","45,370","5,898",11,45308.6,"26,800","26,885","5,788,341","4,072,425",26947.5,"7,090","7,065","459,932","6,507,204",7069.54
2019-09-09,2.250,1.500,1.235,1.355,1.540,"1,196.90","101,315","101,315","1,505,034","19,658",101309.98,"57,080","57,095","95,920","26,916",57088.94,"99,270","99,280","25,316",26,99277.15,"128,535","128,745","79,822","15,952",128767.33,"45,300","45,265","5,884",39,45277.05,"26,615","26,770","5,738,150","3,665,074",26812.16,"7,135","7,095","462,594","7,835,182",7098.16
2019-09-06,2.250,1.500,1.270,1.380,1.540,"1,199.60","101,320","101,320","1,505,109","30,609",101305.65,"57,045","57,045","95,836","35,418",57049.79,"99,345","99,325","25,328",8,99326.74,"128,405","128,530","79,689","7,013",128510.04,"45,380","45,385","5,900",7,45365.88,"26,615","26,555","5,700,031","6,789,757",26624.18,"7,145","7,155","467,222","5,849,770",7150.27
2019-09-05,2.250,1.500,1.252,1.365,1.530,"1,209.70","101,320","101,320","1,505,311","20,733",101302.82,"57,085","57,055","95,852","1,694",57063.96,"99,215","99,315","25,723",8,99289.3,"128,700","128,570","80,999","41,373",128652.95,"45,190","45,365","5,897",8,45290.97,"26,250","26,435","5,740,360","6,303,976",26515.33,"7,240","7,190","473,821","13,242,938",7180.53
2019-09-04,2.250,1.500,1.227,1.335,1.500,"1,215.20","101,315","101,320","1,505,514","28,271",101307.35,"57,110","57,085","95,903","2,286",57104.72,"99,125","99,275","25,712",21,99214.49,"129,320","128,840","79,881","15,560",128951.79,"45,050","45,230","5,880",13,45182,"25,800","26,205","5,607,870","4,401,808",26239.94,"7,375","7,250","481,400","11,800,402",7257.68
2019-09-03,2.250,1.500,1.216,1.320,1.490,"1,211.90","101,320","101,320","1,506,122","33,177",101312.92,"57,110","57,090","95,911","3,690",57120.04,"99,155","99,200","25,693","3,023",99175.85,"129,215","128,970","79,961","13,767",129100.74,"45,155","45,155","5,870",15,45123.78,"25,850","25,820","5,525,480","5,531,496",25895.07,"7,350","7,355","482,488","9,438,744",7370.21
2019-09-02,2.250,1.500,1.230,1.345,1.490,"1,209.60","101,325","101,325","1,506,500","64,876",101311.55,"57,175","57,080","95,894","23,784",57093.82,"99,020","99,225","25,699",38,99198.94,"129,565","128,850","78,599","12,473",128837.68,"44,965","45,210","5,877",83,45189.74,"25,840","25,920","5,443,200","5,522,110",25979.6,"7,355","7,335","482,643","8,732,019",7331.31
2019-08-30,2.250,1.500,1.195,1.295,1.490,"1,215.20","101,320","101,325","1,505,993","39,305",101316.65,"57,210","57,175","96,054","1,725",57157.53,"98,965","99,020","25,646",18,99080.14,"129,985","129,555","79,029","31,727",129326.45,"44,875","44,960","5,845",22,45024.2,"25,620","25,875","5,476,444","5,034,907",25971.91,"7,410","7,335","473,108","9,819,757",7337.92
2019-08-29,2.250,1.500,1.160,1.246,1.490,"1,213.50","101,320","101,315","1,505,541","14,719",101310.71,"57,180","57,185","96,071","4,612",57209.83,"99,015","98,990","25,638",8,98965.15,"129,860","129,845","79,205","6,461",129809.65,"44,895","44,855","5,831",11,44845.65,"25,605","25,455","5,458,825","5,459,497",25502.31,"7,425","7,470","485,550","8,683,572",7482.6
2019-08-28,2.250,1.500,1.175,1.241,1.490,"1,213.10","101,320","101,310","1,505,365","29,967",101310.27,"57,220","57,170","96,046","3,025",57199.8,"98,985","98,995","25,640",8,98970.44,"130,180","129,720","79,129","5,572",129854.75,"44,820","44,945","5,843",7,44809.05,"25,440","25,595","5,554,115","3,446,267",25623.69,"7,480","7,435","475,840","10,852,177",7434.62
2019-08-27,2.250,1.500,1.177,1.250,1.490,"1,218.20","101,320","101,305","1,505,494","14,918",101308.61,"57,270","57,215","96,121","6,172",57194.6,"98,850","98,965","23,653",8,98984.84,"130,220","129,990","77,994","20,539",129745.62,"44,695","44,840","5,829",8,44859.49,"25,395","25,350","5,560,523","3,628,909",25420.95,"7,500","7,505","472,815","7,971,526",7490.72
2019-08-26,2.250,1.500,1.120,1.190,1.490,"1,212.20","101,315","101,305","1,409,051","21,068",101314.38,"57,210","57,265","96,205","1,925",57286.5,"98,750","98,820","23,618",38,98804.57,"130,460","130,330","78,198","52,672",130360.95,"44,570","44,610","5,799",39,44631.12,"25,195","25,270","5,593,515","3,822,419",25290.46,"7,550","7,525","477,838","13,056,619",7531.86
2019-08-23,2.250,1.500,1.155,1.252,1.490,"1,205.10","101,310","101,310","1,379,032","16,277",101307.2,"57,230","57,185","96,071","1,192",57212.51,"98,880","98,980","22,172",8,98951.13,"129,665","129,470","76,387","3,289",129715.02,"44,805","44,935","5,842",6,44870.55,"25,560","25,645","5,777,819","5,315,158",25682.74,"7,450","7,420","471,912","8,729,632",7422.76
2019-08-22,2.250,1.500,1.125,1.230,1.490,"1,204.00","101,300","101,300","1,378,085","5,773",101299.33,"57,170","57,215","96,121","64,442",57250.68,"98,945","98,885","72,087",6,98844.95,"129,590","129,755","76,555","4,470",129936.38,"44,955","44,790","5,823",13,44764.37,"25,900","25,670","5,753,931","5,151,999",25700.07,"7,350","7,410","469,053","7,570,770",7421
2019-08-21,2.250,1.500,1.167,1.280,1.490,"1,210.20","101,290","101,300","1,378,187","43,333",101291.5,"57,295","57,210","96,113","63,458",57186.26,"98,755","98,935","72,124",8,98964.58,"130,430","129,585","76,455","8,995",129414.47,"44,615","44,895","5,836",6,44966.36,"25,775","25,875","5,726,138","6,792,363",25910.4,"7,395","7,350","464,520","8,610,689",7363.56
2019-08-20,2.250,1.500,1.100,1.200,1.490,"1,210.70","101,295","101,295","1,379,131","20,082",101289.27,"57,310","57,320","96,298","2,208",57295.34,"98,750","98,765","72,000",8,98779.65,"130,370","130,270","76,859","4,010",130226.56,"44,630","44,695","5,810",6,44672.39,"25,560","25,825","5,662,131","5,105,754",25877.79,"7,450","7,370","462,099","9,799,396",7375.63
2019-08-19,2.250,1.500,1.090,1.183,1.490,"1,213.30","101,280","101,285","1,380,616","23,335",101284.56,"57,315","57,300","96,264","8,210",57315.79,"98,745","98,730","71,974",8,98731.15,"130,485","130,445","74,354","3,063",130407.12,"44,615","44,615","5,800",6,44596.81,"25,575","25,575","5,760,769","4,439,510",25583.71,"7,450","7,440","468,720","6,559,252",7441.47
2019-08-16,2.250,1.500,1.092,1.170,1.490,"1,211.70","101,270","101,270","1,380,411","22,623",101276.56,"57,235","57,315","96,289","3,350",57318.68,"98,700","98,725","71,971",8,98709.35,"130,360","130,485","73,072","24,152",130533.49,"44,540","44,550","5,792",6,44557.87,"25,350","25,415","5,780,642","4,961,381",25462.35,"7,535","7,490","475,615","9,667,186",7491.22
2019-08-14,2.250,1.500,1.142,1.225,1.490,"1,218.90","101,255","101,265","1,380,242","34,432",101253.76,"57,345","57,235","96,155","3,128",57233.97,"98,810","98,835","72,051",14,98822.44,"129,845","129,920","72,755","3,338",129946.64,"44,795","44,750","5,818",12,44756.58,"25,570","25,500","5,831,850","8,178,017",25559.25,"7,430","7,460","475,202","9,117,298",7457.45
2019-08-13,2.250,1.500,1.142,1.220,1.490,"1,215.60","101,245","101,250","1,369,305","30,629",101244.4,"57,180","57,210","96,113","63,487",57238.67,"98,855","98,810","72,032",8,98787.88,"129,675","129,845","72,713","35,133",129990.25,"44,845","44,815","5,826",6,44735.7,"25,470","25,320","5,724,852","5,236,137",25355.99,"7,500","7,515","477,954","9,529,904",7548.68
2019-08-12,2.250,1.500,1.182,1.282,1.490,"1,209.70","101,235","101,240","1,373,523","11,944",101234.59,"57,160","57,180","96,062","3,203",57167.89,"98,925","98,925","72,116",8,98908.73,"129,265","129,365","72,444","5,677",129339.02,"44,980","44,970","5,846",6,44959.66,"25,560","25,580","5,768,290","5,376,182",25607.6,"7,450","7,440","481,368","10,025,104",7450.35
2019-08-09,2.250,1.500,1.175,1.280,1.490,"1,211.30","101,235","101,235","1,373,759","35,383",101228.76,"57,180","57,155","96,020","2,832",57173.72,"98,815","98,940","72,127",36,98895.5,"129,550","129,300","72,408","2,976",129362.19,"44,880","44,970","5,846",63,44956.28,"25,520","25,540","5,780,979","5,254,973",25558.06,"7,455","7,450","492,445","10,716,976",7456.39
2019-08-08,2.250,1.500,1.167,1.272,1.490,"1,214.50","101,225","101,230","1,374,906","21,877",101217.8,"57,220","57,215","96,121","4,676",57184.9,"98,810","98,855","72,065",12,98849.62,"129,655","129,545","72,545","7,020",129425.24,"44,905","44,880","5,834",8,44921.74,"25,465","25,365","5,705,857","6,040,438",25313.29,"7,470","7,505","509,590","19,473,890",7505.4
2019-08-07,2.250,1.500,1.147,1.247,1.490,"1,214.30","101,210","101,220","1,373,252","19,222",101214.23,"57,200","57,225","96,138","1,941",57220.16,"98,805","98,795","72,022",6,98783.18,"129,685","129,655","72,607","9,108",129659.94,"44,830","44,865","5,832",6,44835.41,"25,410","25,255","5,612,924","6,901,845",25273.03,"7,480","7,535","519,915","16,224,327",7523.86
2019-08-06,2.250,1.500,1.165,1.255,1.490,"1,211.80","101,205","101,205","1,373,251","20,820",101206.12,"57,200","57,205","96,104","15,180",57198.52,"98,725","98,840","72,054",6,98805.77,"130,855","129,685","72,624","17,180",129577.61,"44,690","44,885","5,835",7,44849.13,"25,185","25,410","5,648,643","12,185,499",25413.47,"7,555","7,490","523,551","22,239,504",7502.97
2019-08-05,2.250,1.500,1.169,1.247,1.500,"1,194.80","101,185","101,185","1,373,182","62,059",101202.56,"57,040","57,125","95,970","5,340",57191.58,"99,055","98,850","72,062",8,98837.64,"128,680","129,555","72,551","33,914",129648.37,"45,140","44,875","5,834",7,44846.59,"26,210","25,770","5,762,172","15,872,360",25792.26,"7,275","7,385","513,996","15,144,492",7407.14
2019-08-02,2.250,1.500,1.246,1.340,1.500,"1,188.50","101,165","101,165","1,356,218","66,284",101181.04,"57,030","57,010","92,356","6,676",57053.95,"99,070","99,100","72,244",8,99092.68,"128,415","128,515","71,968","27,473",128685.54,"45,180","45,190","5,875",12,45204.31,"26,355","26,340","5,825,091","6,971,159",26373.09,"7,230","7,230","502,485","13,143,934",7236.95
2019-08-01,2.250,1.500,1.309,1.412,1.500,"1,181.90","101,165","101,170","1,356,892","13,920",101155.61,"56,950","56,960","92,275","55,323",56948.52,"99,210","99,230","72,339",10,99232.87,"128,370","128,085","71,728","4,372",127946.23,"45,385","45,370","5,898",6,45433.7,"26,505","26,640","5,826,168","3,951,328",26648.92,"7,180","7,145","495,863","12,278,640",7154.6
2019-07-31,2.250,1.500,1.289,1.385,1.500,"1,182.00","101,155","101,160","1,357,668","20,305",101154.15,"56,970","56,960","85,440","56,924",56983.42,"99,165","99,175","72,299",42,99139.47,"128,025","128,175","71,778","7,351",128220.1,"45,410","45,370","5,898",40,45330.33,"26,850","26,670","5,832,729","4,574,038",26710.1,"7,080","7,125","507,300","10,950,324",7137.53
2019-07-30,2.500,1.500,1.305,1.410,1.520,"1,183.40","101,150","101,155","1,357,399","27,345",101148.92,"56,955","56,975","85,463","181,376",56952.94,"99,180","99,180","72,302",8,99199.3,"127,890","128,055","71,711","30,860",127958.29,"45,425","45,350","5,896",6,45430.54,"26,955","26,940","5,891,778","6,347,764",26971.89,"7,070","7,065","500,909","7,820,694",7070.13
2019-07-29,2.500,1.500,1.307,1.412,1.530,"1,184.20","101,145","101,140","1,357,501","34,358",101144.34,"56,960","56,940","85,410","2,191",56947.06,"99,190","99,200","72,317",6,99204.23,"127,695","128,005","71,683","6,782",127930.72,"45,450","45,435","5,907",6,45437.81,"27,250","26,930","6,033,667","3,331,833",26851.93,"6,995","7,090","509,771","10,214,153",7095.95
2019-07-26,2.500,1.500,1.302,1.420,1.530,"1,179.80","101,140","101,145","1,358,478","26,794",101138.85,"56,960","56,955","85,433","2,198",56947.62,"99,190","99,210","72,324",6,99191.27,"127,990","127,855","71,599","4,451",127847.45,"45,505","45,485","5,913",6,45462.92,"27,230","27,295","6,044,478","2,076,932",27363.05,"7,005","6,985","506,413","11,611,120",6990.14
2019-07-25,2.500,1.500,1.288,1.412,1.540,"1,178.20","101,130","101,130","1,361,817","31,266",101128.46,"56,945","56,940","85,410","2,923",56961.73,"99,195","99,175","72,299",8,99144.79,"127,675","127,735","71,532","2,420",127912.44,"45,570","45,490","5,914",7,45435.71,"27,480","27,355","6,105,636","4,769,436",27442.43,"6,935","6,965","502,873","11,122,625",6958.88
2019-07-24,2.500,1.500,1.315,1.460,1.560,"1,178.40","101,115","101,115","1,341,594","16,528",101121.29,"56,870","56,895","85,343","2,054",56912.78,"99,290","99,220","72,331",8,99212.19,"127,335","127,430","71,361",936,127422.64,"45,690","45,610","5,929",6,45604.06,"27,605","27,405","6,063,356","4,103,414",27460.57,"6,900","6,955","508,411","7,370,882",6951.53
2019-07-23,2.500,1.500,1.337,1.472,1.590,"1,177.60","101,110","101,105","1,339,136","59,453",101111.13,"56,880","56,905","85,358","8,984",56883.05,"99,240","99,260","72,361",10,99262,"127,540","127,410","71,350","5,701",127293.93,"45,600","45,630","5,932",7,45646.75,"27,600","27,670","6,091,551","3,929,959",27730.44,"6,910","6,880","492,608","6,685,174",6891.18
2019-07-22,2.500,1.500,1.332,1.462,1.590,"1,173.40","101,100","101,105","1,338,731","31,386",101103.31,"56,885","56,875","85,313","1,096",56893.93,"99,210","99,245","72,350",8,99240.3,"127,400","127,400","70,070","1,271",127391.22,"45,580","45,615","5,930",6,45607.16,"27,470","27,535","6,133,421","4,059,703",27593.33,"6,935","6,915","493,040","6,716,175",6923.77
2019-07-19,2.500,1.500,1.328,1.465,1.590,"1,179.50","101,090","101,090","1,338,735","44,055",101099.05,"56,855","56,885","85,328","13,471",56892.46,"99,225","99,180","72,302",34,99227.39,"127,310","127,500","70,125","2,053",127360.13,"45,595","45,545","5,921",30,45607.76,"27,315","27,545","6,084,691","4,620,970",27593.76,"6,975","6,910","498,211","12,926,027",6923.43
2019-07-18,2.500,1.500,1.350,1.477,1.610,"1,180.40","101,070","101,075","1,338,637","11,832",101080.51,"56,770","56,855","85,283","4,407",56862.99,"99,355","99,250","72,353",10,99234.36,"126,635","127,255","69,990","12,671",127226.1,"45,860","45,645","5,934",10,45630.64,"27,180","27,165","6,049,646","4,639,673",27205.66,"7,015","7,015","500,871","11,862,695",7027.4
2019-07-17,2.500,1.750,1.394,1.542,1.730,"1,178.50","101,060","101,065","1,337,797","20,043",101060.93,"56,725","56,760","85,140","3,659",56773.5,"99,435","99,380","72,448",8,99355.54,"126,315","126,515","69,583","1,291",126560.05,"45,975","45,895","5,966",7,45877.25,"27,310","27,225","6,079,343","4,148,677",27286.39,"6,970","6,995","506,438","8,355,596",7007.4
2019-07-16,2.500,1.750,1.427,1.570,1.780,"1,179.20","101,045","101,050","1,319,713","19,083",101049.33,"56,720","56,715","85,073","2,343",56724.86,"99,370","99,465","72,510",8,99441.07,"126,140","126,240","69,432","4,386",126272.34,"45,920","45,975","5,977",6,45980.51,"27,385","27,470","6,088,726","4,345,962",27544.48,"6,965","6,930","498,960","12,421,448",6935.52
2019-07-15,2.500,1.750,1.432,1.581,1.780,"1,177.30","101,045","101,040","1,328,474","19,796",101040.71,"56,760","56,730","85,095","4,645",56712.36,"99,435","99,460","72,506",12,99445.59,"126,350","126,180","69,399","6,700",126147.37,"45,955","46,000","5,980",7,46016.12,"27,275","27,350","5,919,908","1,991,779",27402.95,"6,980","6,965","490,336","14,488,141",6965.87
2019-07-12,2.500,1.750,1.420,1.565,1.780,"1,173.80","101,035","101,035","1,328,509","18,155",101035.58,"56,720","56,710","85,065","2,515",56729.42,"99,475","99,440","72,790",6,99414.22,"126,485","126,250","68,175","4,461",126298.34,"46,015","45,990","5,979",8,45936.75,"27,265","27,365","5,886,212","2,964,836",27406.91,"6,975","6,955","480,591","8,343,670",6966.63
2019-07-11,2.500,1.750,1.417,1.550,1.780,"1,181.40","101,020","101,020","1,328,211","127,168",101021.43,"56,710","56,730","85,095","1,214",56732.04,"99,345","99,395","72,757",8,99392.56,"126,605","126,505","68,313","44,458",126429.08,"45,815","45,885","5,965",7,45880.53,"27,135","27,305","5,925,185","4,345,357",27316.66,"7,020","6,970","479,536","14,546,984",6977.83
2019-07-10,2.500,1.750,1.437,1.565,1.780,"1,179.90","101,010","101,010","1,358,585","23,457",101010.01,"56,745","56,725","85,088","3,927",56701.69,"99,410","99,440","72,790",8,99441.7,"126,615","126,405","66,995","4,334",126271.38,"45,880","45,910","5,968",58,45939.24,"26,975","26,975","5,957,429","4,246,072",27013.07,"7,050","7,055","500,200","11,664,568",7064.79
2019-07-09,2.500,1.750,1.423,1.540,1.780,"1,178.50","101,005","101,005","1,358,820","17,907",101004.67,"56,705","56,745","85,118","2,196",56728.65,"99,380","99,390","72,753",28,99374.44,"126,665","126,585","64,558","7,509",126517.11,"45,830","45,790","5,953",24,45833.15,"27,010","26,875","5,877,563","5,626,199",26909.59,"7,060","7,095","494,522","12,270,996",7107.49
2019-07-08,2.500,1.750,1.419,1.530,1.780,"1,170.40","101,000","101,005","1,368,719","19,400",101000,"56,710","56,740","85,110","2,951",56735.79,"99,465","99,395","72,757",6,99352.43,"126,485","126,565","64,548","10,086",126612.93,"45,955","45,855","5,961",47,45796.57,"27,305","26,930","5,820,920","5,346,522",26994.11,"6,985","7,075","482,515","10,191,929",7076.51
2019-07-05,2.500,1.750,1.421,1.537,1.780,"1,169.20","100,990","100,995","1,358,686","26,218",100994.7,"56,715","56,715","85,073","4,359",56727.72,"99,325","99,355","72,728",10,99365.82,"126,650","126,660","64,597","14,289",126528.16,"45,780","45,820","5,957",17,45827.6,"27,550","27,505","5,969,960","4,648,960",27574.96,"6,910","6,920","476,788","9,145,371",6933.85
2019-07-04,2.500,1.750,1.412,1.520,1.780,"1,170.40","100,985","100,990","1,358,719","22,385",100980.83,"56,720","56,710","85,065","1,054",56735.8,"99,385","99,330","72,710",10,99317.81,"126,380","126,650","63,325","5,164",126693.75,"45,830","45,815","5,956",6,45761.51,"27,345","27,545","6,112,236","5,542,178",27594.48,"6,960","6,915","473,678","8,697,503",6916.35
2019-07-03,2.500,1.750,1.426,1.522,1.780,"1,164.80","100,970","100,965","1,358,989","162,573",100970.27,"56,635","56,695","85,043","8,713",56709.27,"99,410","99,370","72,739",8,99357.88,"126,290","126,475","63,238","44,551",126644.98,"45,900","45,850","5,961",7,45791.7,"27,650","27,315","6,087,148","4,859,002",27377.57,"6,890","6,975","485,460","9,591,268",6980.7
2019-07-02,2.500,1.750,1.462,1.582,1.780,"1,155.40","100,955","100,960","1,328,836","178,341",100958.52,"56,590","56,625","88,335","1,014",56640.42,"99,495","99,485","72,823",28,99470.61,"125,840","125,975","62,988","4,472",126044.63,"46,005","46,005","5,981",24,46000.67,"27,705","27,670","6,139,973","6,249,746",27738.81,"6,880","6,880","482,288","9,205,251",6881.26
2019-07-01,2.500,1.750,1.482,1.612,1.780,"1,156.40","100,950","100,955","1,329,174","107,734",100947.32,"56,595","56,625","88,335","62,623",56599.27,"99,515","99,515","72,845",10,99529.05,"125,660","125,895","62,948","25,700",125738.41,"46,105","46,080","5,990",6,46099.38,"28,030","27,825","6,061,676","5,590,699",27868.59,"6,780","6,840","469,224","7,265,769",6853.32
2019-06-28,2.500,1.750,1.465,1.595,1.780,"1,156.80","100,945","100,945","1,328,739","53,985",100943.48,"56,635","56,620","88,327","49,978",56628.59,"99,450","99,470","72,812",14,99460.55,"125,920","125,940","62,970","6,001",125909.29,"46,025","46,050","5,987",13,46049.43,"27,890","27,820","6,110,663","5,544,259",27891.9,"6,835","6,840","465,804","5,668,249",6846.17
